A Matrix
TO->back 0.0583973787203
DT->back 0.04992717153
PRP->back 0.0697194132262
RB->back 0.0462576424083
CC->back 0.00911486521834
NP->to nan
NN->to nan
JJ->to nan
IN->to nan
VB->to nan
TO->to nan
DT->to nan
PRP->to nan
RB->to nan
CC->to nan
NP->his 0.0118381316021
NN->his 0.00539462143962
JJ->his 0.0139187053188
IN->his 0.0564827432816
VB->his 0.029713040051
TO->his 0.0462893584031
DT->his 0.021932520407
PRP->his 0.0194242584702
RB->his 0.0379631086562
CC->his 0.0267511823986
NP->election nan
NN->election nan
JJ->election nan
IN->election nan
VB->election nan
TO->election nan
DT->election nan
PRP->election nan
RB->election nan
CC->election nan
NP->to nan
NN->to nan
JJ->to nan
IN->to nan
VB->to nan
TO->to nan
DT->to nan
PRP->to nan
RB->to nan
CC->to nan
NP->city nan
NN->city nan
JJ->city nan
IN->city nan
VB->city nan
TO->city nan
DT->city nan
PRP->city nan
RB->city nan
CC->city nan
NP->council 0.0171336895879
NN->council 0.0326501480509
JJ->council 0.0145167444447
IN->council 0.042490959714
VB->council 0.0117966155711
TO->council 0.0696736249742
DT->council 0.022311905699
PRP->council 0.0408145872572
RB->council 0.0196532328067
CC->council 0.0364311825684
NP->in nan
NN->in nan
JJ->in nan
IN->in nan
VB->in nan
TO->in nan
DT->in nan
PRP->in nan
RB->in nan
CC->in nan
NP->1923 0.0454447031239
NN->1923 0.0629451659298
JJ->1923 0.0489349315867
IN->1923 0.0470691965721
VB->1923 0.0608074408847
TO->1923 0.0722124961231
DT->1923 0.0624492640751
PRP->1923 0.00798072612123
RB->1923 0.0644911442459
CC->1923 0.0164249878537
NP-> 0.0576155147741
NN-> 0.0455286921651
JJ-> 0.057286653258
IN-> 0.0177295352845
VB-> 0.0523560097744
TO-> 0.012885165813
DT-> 0.00354078219835
PRP-> 0.0538279702145
RB-> 0.0157681676407
CC-> 0.00696579805246
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->mayors 0.0352315014481
NN->mayors 0.0224202067269
JJ->mayors 0.0389806440202
IN->mayors 0.012254084186
VB->mayors 0.0242765630614
TO->mayors 0.00139020135996
DT->mayors 0.0204904605835
PRP->mayors 0.0510763736899
RB->mayors 0.0133725244822
CC->mayors 0.0503865041283
NP->present 0.042969858975
NN->present 0.0236426860888
JJ->present 0.0448191807618
IN->present 0.0234133735381
VB->present 0.0184858930464
TO->present 0.0296479232075
DT->present 0.0315272056701
PRP->present 0.0394527751434
RB->present 0.0307203850166
CC->present 0.0256462707261
NP->term nan
NN->term nan
JJ->term nan
IN->term nan
VB->term nan
TO->term nan
DT->term nan
PRP->term nan
RB->term nan
CC->term nan
NP->of nan
NN->of nan
JJ->of nan
IN->of nan
VB->of nan
TO->of nan
DT->of nan
PRP->of nan
RB->of nan
CC->of nan
NP->office 0.0443633742473
NN->office 0.022130095095
JJ->office 0.0161544972828
IN->office 0.0126032530214
VB->office 0.0454262976565
TO->office 0.0462931128453
DT->office 0.00433590740328
PRP->office 0.028737670714
RB->office 0.0547616230124
CC->office 0.0293955288503
NP->expires 0.0450505106952
NN->expires 0.0462844846561
JJ->expires 0.0415207146686
IN->expires 0.022630885698
VB->expires 0.0280040356119
TO->expires 0.043981640831
DT->expires 0.0299755112316
PRP->expires 0.0180645576161
RB->expires 0.0543020242926
CC->expires 0.0372946158878
NP->jan nan
NN->jan nan
JJ->jan nan
IN->jan nan
VB->jan nan
TO->jan nan
DT->jan nan
PRP->jan nan
RB->jan nan
CC->jan nan
NP->1 nan
NN->1 nan
JJ->1 nan
IN->1 nan
VB->1 nan
TO->1 nan
DT->1 nan
PRP->1 nan
RB->1 nan
CC->1 nan
NP->he 0.000679154972419
NN->he 0.00462913629339
JJ->he 0.00364985943204
IN->he 0.00468070709646
VB->he 0.00233178609096
TO->he 0.00507515300077
DT->he 0.00446761383778
PRP->he 0.0019718594895
RB->he 0.000184206646327
CC->he 0.00200959869724
NP->will nan
NN->will nan
JJ->will nan
IN->will nan
VB->will nan
TO->will nan
DT->will nan
PRP->will nan
RB->will nan
CC->will nan
NP->be nan
NN->be nan
JJ->be nan
IN->be nan
VB->be nan
TO->be nan
DT->be nan
PRP->be nan
RB->be nan
CC->be nan
NP->succeeded 0.0081203163495
NN->succeeded 0.0260991633715
JJ->succeeded 0.00609660719372
IN->succeeded 0.0368656650024
VB->succeeded 0.0309201971528
TO->succeeded 0.0275311897385
DT->succeeded 0.0218887780072
PRP->succeeded 0.0360447026941
RB->succeeded 0.0211722747898
CC->succeeded 0.0229710167475
NP->by nan
NN->by nan
JJ->by nan
IN->by nan
VB->by nan
TO->by nan
DT->by nan
PRP->by nan
RB->by nan
CC->by nan
NP->ivan nan
NN->ivan nan
JJ->ivan nan
IN->ivan nan
VB->ivan nan
TO->ivan nan
DT->ivan nan
PRP->ivan nan
RB->ivan nan
CC->ivan nan
NP->allen nan
NN->allen nan
JJ->allen nan
IN->allen nan
VB->allen nan
TO->allen nan
DT->allen nan
PRP->allen nan
RB->allen nan
CC->allen nan
NP->jr nan
NN->jr nan
JJ->jr nan
IN->jr nan
VB->jr nan
TO->jr nan
DT->jr nan
PRP->jr nan
RB->jr nan
CC->jr nan
NP->who 0.030594961568
NN->who 0.0136968338936
JJ->who 0.0527874631415
IN->who 0.0381650340489
VB->who 0.0455101615506
TO->who 0.0154350873896
DT->who 0.0277222958558
PRP->who 0.0395316482441
RB->who 0.0083630770446
CC->who 0.0523886872237
NP->became 0.0177481152889
NN->became 0.0507185279805
JJ->became 0.00752133439826
IN->became 0.0248101062686
VB->became 0.000467039642349
TO->became 0.0387583016522
DT->became 0.0370937700169
PRP->became 0.0422165621045
RB->became 0.0165535038674
CC->became 0.0315427747826
NP->a nan
NN->a nan
JJ->a nan
IN->a nan
VB->a nan
TO->a nan
DT->a nan
PRP->a nan
RB->a nan
CC->a nan
NP->candidate 0.0827777325318
NN->candidate 0.0318806166796
JJ->candidate 0.0861954049106
IN->candidate 0.0075921253202
VB->candidate 0.101502187858
TO->candidate 0.0213342185874
DT->candidate 0.120259996218
PRP->candidate 0.00929807622073
RB->candidate 0.0217861660545
CC->candidate 0.0569616252676
NP->in nan
NN->in nan
JJ->in nan
IN->in nan
VB->in nan
TO->in nan
DT->in nan
PRP->in nan
RB->in nan
CC->in nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->sept 0.045237677072
NN->sept 0.0401269923261
JJ->sept 0.0477800840239
IN->sept 0.0281822932637
VB->sept 0.00689764807613
TO->sept 0.025096725184
DT->sept 0.0394764907477
PRP->sept 0.00625471285451
RB->sept 0.00814467879256
CC->sept 0.043990476388
NP->13 0.013123676226
NN->13 0.0318703660188
JJ->13 0.0359283063094
IN->13 0.0403386684244
VB->13 0.026042126023
TO->13 0.00214146014506
DT->13 0.0358638378126
PRP->13 0.0310619593701
RB->13 0.0229698472641
CC->13 0.0156898807163
NP->primary nan
NN->primary nan
JJ->primary nan
IN->primary nan
VB->primary nan
TO->primary nan
DT->primary nan
PRP->primary nan
RB->primary nan
CC->primary nan
NP->after 0.0236538753122
NN->after 0.0626902607709
JJ->after 0.0194232700658
IN->after 0.0524478058336
VB->after 0.0261592739952
TO->after 0.00963084874862
DT->after 0.0633931816608
PRP->after 0.0379822274709
RB->after 0.016689091663
CC->after 0.0395409839427
NP->mayor 0.0400898668754
NN->mayor 0.0153853083205
JJ->mayor 0.0203904250809
IN->mayor 0.0315084500189
VB->mayor 0.0314661496602
TO->mayor 0.000979697750169
DT->mayor 0.0213366001116
PRP->mayor 0.0399297577662
RB->mayor 0.0448339407985
CC->mayor 0.0303672401805
NP->hartsfield 0.0126194915242
NN->hartsfield 0.0520516011886
JJ->hartsfield 0.0402895933608
IN->hartsfield 0.0115472983579
VB->hartsfield 0.0108168316942
TO->hartsfield 0.00621843432353
DT->hartsfield 0.0334664340247
PRP->hartsfield 0.0262326848717
RB->hartsfield 0.0238774864261
CC->hartsfield 0.000730247693188
NP->announced 0.0334442798485
NN->announced 0.0405140657319
JJ->announced 0.000914995852218
IN->announced 0.0076949921271
VB->announced 0.0377045493344
TO->announced 0.0143472819162
DT->announced 0.00653961431323
PRP->announced 0.00300615849861
RB->announced 0.034857637249
CC->announced 0.0263432850538
NP->that nan
NN->that nan
JJ->that nan
IN->that nan
VB->that nan
TO->that nan
DT->that nan
PRP->that nan
RB->that nan
CC->that nan
NP->he 0.000679154972419
NN->he 0.00462913629339
JJ->he 0.00364985943204
IN->he 0.00468070709646
VB->he 0.00233178609096
TO->he 0.00507515300077
DT->he 0.00446761383778
PRP->he 0.0019718594895
RB->he 0.000184206646327
CC->he 0.00200959869724
NP->would 0.0287225514482
NN->would 0.017408618097
JJ->would 0.0193768996865
IN->would 0.048802139656
VB->would 0.00595543177932
TO->would 0.0269723131302
DT->would 0.0206417317309
PRP->would 0.000131899825487
RB->would 0.029874228669
CC->would 0.0387230571784
NP->not nan
NN->not nan
JJ->not nan
IN->not nan
VB->not nan
TO->not nan
DT->not nan
PRP->not nan
RB->not nan
CC->not nan
NP->run 0.00450048357972
NN->run 0.0143945199515
JJ->run 0.0289523042001
IN->run 0.0313749543545
VB->run 0.0239656731497
TO->run 0.0471881116389
DT->run 0.039009069575
PRP->run 0.0144944530617
RB->run 0.0164011812682
CC->run 0.0497174896127
NP->for nan
NN->for nan
JJ->for nan
IN->for nan
VB->for nan
TO->for nan
DT->for nan
PRP->for nan
RB->for nan
CC->for nan
NP->reelection 0.00807530246812
NN->reelection 0.0319025197293
JJ->reelection 0.0572320550311
IN->reelection 0.0322999477578
VB->reelection 0.0408176726595
TO->reelection 0.0351346709137
DT->reelection 0.0172831580109
PRP->reelection 0.0157604276953
RB->reelection 0.040431666279
CC->reelection 0.00652693616736
NP->georgia 0.0562948761157
NN->georgia 0.0199158945758
JJ->georgia 0.0656372352878
IN->georgia 0.0571843954684
VB->georgia 0.0661916212228
TO->georgia 0.0507408017135
DT->georgia 0.0102122162459
PRP->georgia 0.0608095156439
RB->georgia 0.0043397746562
CC->georgia 0.0742378696014
NP->republicans 6.28536299367e-06
NN->republicans 9.74141402565e-06
JJ->republicans 1.06798211971e-05
IN->republicans 1.14100209892e-05
VB->republicans 3.02487510161e-06
TO->republicans 8.23666797307e-06
DT->republicans 3.64224449818e-06
PRP->republicans 1.26208337335e-05
RB->republicans 8.65572934484e-06
CC->republicans 1.52766770904e-05
NP->are nan
NN->are nan
JJ->are nan
IN->are nan
VB->are nan
TO->are nan
DT->are nan
PRP->are nan
RB->are nan
CC->are nan
NP->getting 0.0669384483442
NN->getting 0.0520670832219
JJ->getting 0.0587489476886
IN->getting 0.0317113817629
VB->getting 0.0190559558091
TO->getting 0.0457640040223
DT->getting 0.0972786507237
PRP->getting 0.0320552904432
RB->getting 0.00541349566594
CC->getting 0.0369767855496
NP->strong 0.0258320978031
NN->strong 0.0430396449195
JJ->strong 0.0907554996562
IN->strong 0.0754615144
VB->strong 0.0859932293476
TO->strong 0.0145602669911
DT->strong 0.02944997753
PRP->strong 0.0593917737597
RB->strong 0.0354443275594
CC->strong 0.0793619628551
NP->encouragement 0.000164488525458
NN->encouragement 0.0275525823972
JJ->encouragement 0.0848603831686
IN->encouragement 0.0494071213879
VB->encouragement 0.00791901251942
TO->encouragement 0.0490085320283
DT->encouragement 0.0324114889138
PRP->encouragement 0.0658441153606
RB->encouragement 0.068438849752
CC->encouragement 0.0446197101269
NP->to nan
NN->to nan
JJ->to nan
IN->to nan
VB->to nan
TO->to nan
DT->to nan
PRP->to nan
RB->to nan
CC->to nan
NP->enter 0.100224971571
NN->enter 0.0853757757414
JJ->enter 0.00300963145438
IN->enter 0.0736498848998
VB->enter 0.0794482629562
TO->enter 0.0270914637916
DT->enter 0.116626500128
PRP->enter 0.094565128403
RB->enter 0.0525471624586
CC->enter 0.0767235890109
NP->a nan
NN->a nan
JJ->a nan
IN->a nan
VB->a nan
TO->a nan
DT->a nan
PRP->a nan
RB->a nan
CC->a nan
NP->candidate 0.0827777325318
NN->candidate 0.0318806166796
JJ->candidate 0.0861954049106
IN->candidate 0.0075921253202
VB->candidate 0.101502187858
TO->candidate 0.0213342185874
DT->candidate 0.120259996218
PRP->candidate 0.00929807622073
RB->candidate 0.0217861660545
CC->candidate 0.0569616252676
NP->in nan
NN->in nan
JJ->in nan
IN->in nan
VB->in nan
TO->in nan
DT->in nan
PRP->in nan
RB->in nan
CC->in nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->1962 0.0459089280128
NN->1962 0.0641340274392
JJ->1962 0.0353526078926
IN->1962 0.0364859357224
VB->1962 0.062454967101
TO->1962 0.0682064201277
DT->1962 0.051728270987
PRP->1962 0.0806339766551
RB->1962 0.0845644454527
CC->1962 0.0817343482712
NP->governors 0.00706114240234
NN->governors 0.0333294726705
JJ->governors 0.0248148560692
IN->governors 0.0408104718907
VB->governors 0.0989218591399
TO->governors 0.0967234088195
DT->governors 0.00764447392354
PRP->governors 0.00693968355203
RB->governors 0.00683310076551
CC->governors 0.048399779462
NP->race 0.0364347710867
NN->race 0.0390109240355
JJ->race 0.00419342921183
IN->race 0.0267384044898
VB->race 0.00363635644672
TO->race 0.0432511928336
DT->race 0.0371595872657
PRP->race 0.060579467327
RB->race 0.0387949006389
CC->race 0.0368831472611
NP->a nan
NN->a nan
JJ->a nan
IN->a nan
VB->a nan
TO->a nan
DT->a nan
PRP->a nan
RB->a nan
CC->a nan
NP->top 0.103571389118
NN->top 0.0975992209063
JJ->top 0.0230528792396
IN->top 0.0429782960917
VB->top 0.0240712413376
TO->top 0.0559210458833
DT->top 0.0013511918046
PRP->top 0.0438324062206
RB->top 0.0651463236326
CC->top 0.00656346652883
NP->official 0.0360327039536
NN->official 0.0367445406607
JJ->official 0.0288167928269
IN->official 0.0398417079182
VB->official 0.0658645559391
TO->official 0.00104602347148
DT->official 0.0934549053014
PRP->official 0.0790079332049
RB->official 0.104834264833
CC->official 0.0689545723967
NP->said nan
NN->said nan
JJ->said nan
IN->said nan
VB->said nan
TO->said nan
DT->said nan
PRP->said nan
RB->said nan
CC->said nan
NP->wednesday 0.0164098024592
NN->wednesday 0.0276411827715
JJ->wednesday 0.0862080630667
IN->wednesday 0.016931404518
VB->wednesday 0.0502792877696
TO->wednesday 0.0856626887281
DT->wednesday 0.0610856737445
PRP->wednesday 0.0103773976369
RB->wednesday 0.0536075069618
CC->wednesday 0.0451799360045
NP->robert 0.0524328100005
NN->robert 0.0803380335848
JJ->robert 0.0274783876124
IN->robert 0.0717373673226
VB->robert 0.0019952889478
TO->robert 0.0779546503333
DT->robert 0.0182096193751
PRP->robert 0.00907968785543
RB->robert 0.0386002486261
CC->robert 0.0609708919532
NP->snodgrass 0.0648440429053
NN->snodgrass 0.0663737687903
JJ->snodgrass 0.0637878888756
IN->snodgrass 0.00690246678383
VB->snodgrass 0.0369913059611
TO->snodgrass 0.0349486308621
DT->snodgrass 0.0150013479226
PRP->snodgrass 0.0571039039842
RB->snodgrass 0.0415580324456
CC->snodgrass 0.000422776425772
NP->state nan
NN->state nan
JJ->state nan
IN->state nan
VB->state nan
TO->state nan
DT->state nan
PRP->state nan
RB->state nan
CC->state nan
NP->gop 0.0483637820175
NN->gop 0.00452585803683
JJ->gop 0.020080709183
IN->gop 0.0612448844186
VB->gop 0.0826862105536
TO->gop 0.0239711576868
DT->gop 0.0655707621983
PRP->gop 0.0450670012172
RB->gop 0.078367768296
CC->gop 0.0192947746155
NP->chairman 0.0197177030306
NN->chairman 0.0448266749313
JJ->chairman 0.0134225477107
IN->chairman 0.00341424750754
VB->chairman 0.030733580531
TO->chairman 0.0378499452943
DT->chairman 0.00230510818855
PRP->chairman 0.0580715863872
RB->chairman 0.0321862028397
CC->chairman 0.000125311215413
NP->said nan
NN->said nan
JJ->said nan
IN->said nan
VB->said nan
TO->said nan
DT->said nan
PRP->said nan
RB->said nan
CC->said nan
NP->a nan
NN->a nan
JJ->a nan
IN->a nan
VB->a nan
TO->a nan
DT->a nan
PRP->a nan
RB->a nan
CC->a nan
NP->meeting 0.0568565278463
NN->meeting 0.0469221910894
JJ->meeting 0.0287602705745
IN->meeting 0.039803311447
VB->meeting 0.0509275421126
TO->meeting 0.0519840940772
DT->meeting 0.0222851019365
PRP->meeting 0.0518396841156
RB->meeting 0.0225333856908
CC->meeting 0.0505645667537
NP->held 0.026812023274
NN->held 0.00573726520231
JJ->held 0.030708149016
IN->held 0.0490893266621
VB->held 0.0421740756657
TO->held 0.015428758019
DT->held 0.0219743079195
PRP->held 0.0131406885934
RB->held 0.0359522615839
CC->held 0.0442235791724
NP->tuesday 0.0316687192489
NN->tuesday 0.0415854937988
JJ->tuesday 0.0469445757336
IN->tuesday 0.0101246268348
VB->tuesday 0.0939883821207
TO->tuesday 0.0701046652709
DT->tuesday 0.0277242107546
PRP->tuesday 0.0865738136633
RB->tuesday 0.00693187276207
CC->tuesday 0.0128540771837
NP->night 0.0320630324111
NN->night 0.00836765180428
JJ->night 0.0263693530235
IN->night 0.00140163861309
VB->night 0.00303570979267
TO->night 0.0641052121534
DT->night 0.0710633483808
PRP->night 0.0536905206757
RB->night 0.0185687170736
CC->night 0.0738944221669
NP->in nan
NN->in nan
JJ->in nan
IN->in nan
VB->in nan
TO->in nan
DT->in nan
PRP->in nan
RB->in nan
CC->in nan
NP->blue 0.00597878214781
NN->blue 0.0385487368003
JJ->blue 0.0574118023255
IN->blue 0.0537922284591
VB->blue 0.0452390468652
TO->blue 0.0461454871536
DT->blue 0.0452891202455
PRP->blue 0.0261223866447
RB->blue 0.000875278676881
CC->blue 0.0466638162317
NP->ridge 0.00672892236189
NN->ridge 0.00277251640556
JJ->ridge 0.0366563571686
IN->ridge 0.0444082637675
VB->ridge 0.0571096905596
TO->ridge 0.0488745658548
DT->ridge 0.0396486593452
PRP->ridge 0.0501331426749
RB->ridge 0.0415480549166
CC->ridge 0.00688569412355
NP->brought 0.0433505413577
NN->brought 0.030360385816
JJ->brought 0.0081393305983
IN->brought 0.0540869670335
VB->brought 0.0833182695105
TO->brought 0.0756336613354
DT->brought 0.0154566133888
PRP->brought 0.0655273636411
RB->brought 0.0582299930344
CC->brought 0.00323462359901
NP->enthusiastic 0.0632779610264
NN->enthusiastic 0.060016974199
JJ->enthusiastic 0.0338149771572
IN->enthusiastic 0.0501188130088
VB->enthusiastic 0.00301073620791
TO->enthusiastic 0.0675315811572
DT->enthusiastic 0.028041747693
PRP->enthusiastic 0.0867989734632
RB->enthusiastic 0.0772771652038
CC->enthusiastic 0.0676537441723
NP->responses 0.0727787514691
NN->responses 0.0617358744721
JJ->responses 0.0234390392937
IN->responses 0.017175825388
VB->responses 0.0319886659976
TO->responses 0.03690402387
DT->responses 0.0166347361157
PRP->responses 0.0466065039984
RB->responses 0.0548011981715
CC->responses 0.0814853312004
NP->from nan
NN->from nan
JJ->from nan
IN->from nan
VB->from nan
TO->from nan
DT->from nan
PRP->from nan
RB->from nan
CC->from nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->audience 0.0177672635122
NN->audience 0.0259239458726
JJ->audience 0.0198596489068
IN->audience 0.0133594435401
VB->audience 0.0193173391879
TO->audience 0.0213867328863
DT->audience 0.0370883398268
PRP->audience 0.0227531394364
RB->audience 0.0334865820389
CC->audience 0.0239703368938
NP-> 0.0576155147741
NN-> 0.0455286921651
JJ-> 0.057286653258
IN-> 0.0177295352845
VB-> 0.0523560097744
TO-> 0.012885165813
DT-> 0.00354078219835
PRP-> 0.0538279702145
RB-> 0.0157681676407
CC-> 0.00696579805246
NP->state nan
NN->state nan
JJ->state nan
IN->state nan
VB->state nan
TO->state nan
DT->state nan
PRP->state nan
RB->state nan
CC->state nan
NP->party 0.0229296098959
NN->party 0.0140454449658
JJ->party 0.0102358576392
IN->party 0.000637755216538
VB->party 0.0252911396722
TO->party 0.00854694051179
DT->party 0.0237568279214
PRP->party 0.0229748903827
RB->party 0.0228124811134
CC->party 0.00602974829537
NP->chairman 0.0197177030306
NN->chairman 0.0448266749313
JJ->chairman 0.0134225477107
IN->chairman 0.00341424750754
VB->chairman 0.030733580531
TO->chairman 0.0378499452943
DT->chairman 0.00230510818855
PRP->chairman 0.0580715863872
RB->chairman 0.0321862028397
CC->chairman 0.000125311215413
NP->james 0.0153586667911
NN->james 0.0279616421252
JJ->james 0.0504847647339
IN->james 0.0425394183012
VB->james 0.015444804911
TO->james 0.00456061251016
DT->james 0.000407782410754
PRP->james 0.0116659319172
RB->james 0.0468958963338
CC->james 0.0170088191059
NP->w 0.0340228724446
NN->w 0.0522086761125
JJ->w 0.0196819535064
IN->w 0.0351077791307
VB->w 0.0300124923775
TO->w 0.0324098891267
DT->w 0.0277965443492
PRP->w 0.00309984494398
RB->w 0.0211574280058
CC->w 0.0219464469829
NP->dorsey 0.0122866160203
NN->dorsey 0.0359508852235
JJ->dorsey 0.0377784825147
IN->dorsey 0.0513779998913
